X,Y,Z
2927678.158264163,-696393.8979339602,-100.17760000000001
2927678.158264163,-695780.0739669802,-98.7044
2927678.158264163,-695166.2500000002,-97.9678
2927678.158264163,-694552.4260330201,-97.9678
2927678.158264163,-693938.6020660403,-97.2312
2927678.158264163,-693324.7780990603,-96.49459999999999
2927678.158264163,-692710.8838844299,-96.49459999999999
2927678.158264163,-692097.0599174501,-95.758
2927678.158264163,-691483.2359504701,-95.0214
2927678.158264163,-690869.41198349,-95.0214
2927678.158264163,-690255.58801651,-94.2848
2927678.158264163,-689641.7640495301,-93.54820000000001
2927678.158264163,-689027.94008255,-92.8116
2927678.158264163,-688414.1161155701,-92.075
2927678.158264163,-687800.2219009408,-92.075
2927678.158264163,-687186.3979339608,-91.3384
2927678.158264163,-686572.5739669808,-90.6018
2927678.158264163,-685958.7500000008,-89.12859999999999
2927678.158264163,-685344.9260330208,-88.392
2927678.158264163,-684731.1020660407,-88.392
2927678.158264163,-684117.2780990608,-86.9188
2927678.158264163,-683503.3838844306,-86.18220000000001
2927678.158264163,-682889.5599174504,-84.709
2927678.158264163,-682275.7359504704,-83.2358
2927678.158264163,-681661.9119834907,-81.02600000000001
2927678.158264163,-681048.0880165105,-78.8162
2927678.158264163,-680434.2640495305,-75.86980000000001
2927678.158264163,-679820.4400825505,-72.9234
2927678.158264163,-679206.6161155705,-68.5038
2927678.158264163,-678592.7219009403,-64.8208
2927678.158264163,-677978.8979339603,-61.8744
2927678.158264163,-677365.0739669803,-58.928000000000004
2927678.158264163,-676751.2500000003,-55.9816
2927678.158264163,-676137.4260330204,-54.5084
2927678.158264163,-675523.6020660404,-53.0352
2927678.158264163,-674909.7780990603,-50.825399999999995
2927678.158264163,-674295.8838844302,-48.6156
2927678.158264163,-673682.0599174502,-46.4058
2927678.158264163,-673068.2359504701,-44.9326
2927678.158264163,-672454.4119834902,-43.4594
2927678.158264163,-671840.5880165102,-40.513000000000005
2927678.158264163,-671226.7640495301,-37.5666
2927678.158264163,-670612.9400825502,-33.8836
2927678.158264163,-669999.1161155703,-29.464000000000002
2927678.158264163,-669385.2219009399,-25.044400000000003
2927678.158264163,-668771.39793396,-20.624799999999997
2927678.158264163,-668157.57396698,-16.9418
2927678.158264163,-667543.75,-13.2588
2927678.158264163,-666929.92603302,-10.312399999999998
2927678.158264163,-666316.10206604,-5.156199999999999
2927064.19380188,-727085.5880165104,-1761.9472
2927064.19380188,-726471.7640495304,-1738.376
2927064.19380188,-725857.9400825502,-1708.1753999999999
2927064.19380188,-725244.11611557,-1683.8675999999998
2927064.19380188,-724630.2219009402,-1660.2964000000002
2927064.19380188,-724016.39793396,-1639.6716
2927064.19380188,-723402.5739669799,-1617.5736
2927064.19380188,-722788.7500000005,-1588.1096
2927064.19380188,-722174.9260330203,-1566.7482
2927064.19380188,-721561.1020660402,-1559.3822
2927064.19380188,-720947.27809906,-1554.9626
2927064.19380188,-720333.3838844302,-1543.177
2927064.19380188,-719719.55991745,-1505.6104
2927064.19380188,-719105.7359504697,-1444.4725999999998
2927064.19380188,-718491.9119834905,-1374.4956
2927064.19380188,-717878.0880165102,-1303.0454
2927064.19380188,-717264.26404953,-1226.439
2927064.19380188,-716650.4400825499,-1149.8326
2927064.19380188,-716036.6161155705,-1096.7974
2927064.19380188,-715422.7219009399,-1059.2308
2927064.19380188,-714808.8979339597,-1018.7178
2927064.19380188,-714195.0739669803,-973.7852
2927064.19380188,-713581.2500000002,-928.8525999999999
2927064.19380188,-712967.42603302,-881.7102
2927064.19380188,-712353.6020660399,-837.5142
2927064.19380188,-711739.7780990605,-794.0548
2927064.19380188,-711125.8838844299,-745.4392
2927064.19380188,-710512.0599174498,-714.5020000000001
2927064.19380188,-709898.2359504703,-723.3412000000001
2927064.19380188,-709284.4119834902,-750.5953999999999
2927064.19380188,-708670.5880165101,-745.4392
2927064.19380188,-708056.7640495299,-690.1942
2927064.19380188,-707442.9400825505,-585.597
2927064.19380188,-706829.1161155703,-441.96000000000004
2927064.19380188,-706215.2219009397,-318.9478
2927064.19380188,-705601.3979339604,-230.5558
2927064.19380188,-704987.5739669802,-178.25719999999998
2927064.19380188,-704373.75,-151.73960000000002
2927064.19380188,-703759.9260330199,-130.3782
2927064.19380188,-703146.1020660405,-118.5926
2927064.19380188,-702532.2780990603,-113.43639999999999
2927064.19380188,-701918.3838844297,-111.2266
2927064.19380188,-701304.5599174503,-109.7534
2927064.19380188,-700690.7359504702,-108.2802
2927064.19380188,-700076.91198349,-106.80699999999999
2927064.19380188,-699463.0880165098,-106.0704
2927064.19380188,-698849.2640495304,-104.5972
2927064.19380188,-698235.4400825503,-103.8606
2927064.19380188,-697621.6161155701,-102.3874
2927064.19380188,-697007.7219009403,-101.65079999999999
2927064.19380188,-696393.8979339601,-100.9142
2927064.19380188,-695780.07396698,-100.17760000000001
2927064.19380188,-695166.2499999999,-98.7044
2927064.19380188,-694552.4260330204,-98.7044
2927064.19380188,-693938.6020660403,-97.9678
2927064.19380188,-693324.7780990601,-97.9678
2927064.19380188,-692710.8838844303,-97.2312
2927064.19380188,-692097.0599174501,-96.49459999999999
2927064.19380188,-691483.23595047,-95.758
2927064.19380188,-690869.4119834899,-95.0214
2927064.19380188,-690255.5880165104,-95.0214
2927064.19380188,-689641.7640495303,-94.2848
2927064.19380188,-689027.94008255,-93.54820000000001
2927064.19380188,-688414.11611557,-92.8116
2927064.19380188,-687800.2219009402,-92.075
2927064.19380188,-687186.39793396,-91.3384
2927064.19380188,-686572.5739669797,-90.6018
2927064.19380188,-685958.7500000003,-89.8652
2927064.19380188,-685344.9260330203,-88.392
2927064.19380188,-684731.10206604,-88.392
2927064.19380188,-684117.2780990598,-86.9188
2927064.19380188,-683503.38388443,-86.18220000000001
2927064.19380188,-682889.55991745,-84.709
2927064.19380188,-682275.7359504697,-83.2358
2927064.19380188,-681661.9119834903,-81.02600000000001
2927064.19380188,-681048.0880165101,-79.5528
2927064.19380188,-680434.26404953,-76.6064
2927064.19380188,-679820.4400825498,-73.66
2927064.19380188,-679206.6161155704,-69.977
2927064.19380188,-678592.7219009398,-66.294
2927064.19380188,-677978.8979339597,-62.611
2927064.19380188,-677365.0739669803,-58.928000000000004
2927064.19380188,-676751.2500000001,-56.718199999999996
2927064.19380188,-676137.42603302,-54.5084
2927064.19380188,-675523.6020660399,-53.0352
2927064.19380188,-674909.7780990604,-50.825399999999995
2927064.19380188,-674295.8838844299,-48.6156
2927064.19380188,-673682.0599174497,-46.4058
2927064.19380188,-673068.2359504703,-44.9326
2927064.19380188,-672454.4119834902,-41.9862
2927064.19380188,-671840.58801651,-39.0398
2927064.19380188,-671226.7640495298,-35.3568
2927064.19380188,-670612.9400825505,-30.9372
2927064.19380188,-669999.1161155703,-27.2542
2927064.19380188,-669385.2219009397,-22.8346
2927064.19380188,-668771.3979339603,-19.1516
2927064.19380188,-668157.5739669801,-16.2052
2927064.19380188,-667543.75,-13.2588
2927064.19380188,-666929.9260330198,-8.8392
2926450.5103301983,-727085.5880165097,-1722.9074
2926450.5103301983,-726471.7640495298,-1694.18
2926450.5103301983,-725857.9400825498,-1658.0865999999999
2926450.5103301983,-725244.1161155698,-1637.4618
2926450.5103301983,-724630.2219009399,-1627.1493999999998
2926450.5103301983,-724016.39793396,-1610.2076000000002
2926450.5103301983,-723402.5739669792,-1586.6364
2926450.5103301983,-722788.7499999993,-1558.6456
2926450.5103301983,-722174.9260330193,-1529.1816000000001
2926450.5103301983,-721561.1020660393,-1509.2934
2926450.5103301983,-720947.2780990594,-1494.5613999999998
2926450.5103301983,-720333.3838844296,-1476.8829999999998
2926450.5103301983,-719719.5599174496,-1454.785
2926450.5103301983,-719105.7359504697,-1414.272
2926450.5103301983,-718491.9119834899,-1347.978
2926450.5103301983,-717878.0880165098,-1266.2154
2926450.5103301983,-717264.2640495299,-1187.3991999999998
2926450.5103301983,-716650.4400825499,-1118.8954
2926450.5103301983,-716036.6161155701,-1061.4406
2926450.5103301983,-715422.7219009392,-1021.6642
2926450.5103301983,-714808.8979339593,-992.2002
2926450.5103301983,-714195.0739669793,-953.1604
2926450.5103301983,-713581.2499999993,-913.384
2926450.5103301983,-712967.4260330196,-880.2370000000001
2926450.5103301983,-712353.6020660396,-838.9874000000001
2926450.5103301983,-711739.7780990596,-785.2156
2926450.5103301983,-711125.8838844298,-727.0242000000001
2926450.5103301983,-710512.0599174497,-661.4668
2926450.5103301983,-709898.2359504699,-601.8022
2926450.5103301983,-709284.4119834899,-587.0702
2926450.5103301983,-708670.58801651,-598.8558
2926450.5103301983,-708056.7640495299,-574.548
2926450.5103301983,-707442.94008255,-503.83439999999996
2926450.5103301983,-706829.1161155701,-400.71040000000005
2926450.5103301983,-706215.2219009392,-307.8988
2926450.5103301983,-705601.3979339595,-251.1806
2926450.5103301983,-704987.5739669795,-204.7748
2926450.5103301983,-704373.7499999995,-163.5252
2926450.5103301983,-703759.9260330197,-135.5344
2926450.5103301983,-703146.1020660397,-120.80239999999999
2926450.5103301983,-702532.2780990598,-114.9096
2926450.5103301983,-701918.3838844298,-111.9632
2926450.5103301983,-701304.55991745,-109.7534
2926450.5103301983,-700690.73595047,-108.2802
2926450.5103301983,-700076.91198349,-107.5436
