X,Y,Z
4423578.41506958,-842832.921107218,9714
4423578.41506958,-842119.49201118,9746
4423578.41506958,-841406.144552525,9774
4423578.41506958,-840692.79709387,9804
4423578.41506958,-839979.449635216,9844
4423578.41506958,-839266.102176561,9873
4423578.41506958,-838552.754717906,9883
4423578.41506958,-837839.407259251,9889
4423578.41506958,-837125.978163213,9905
4423578.41506958,-836412.630704558,9956
4423578.41506958,-835699.283245903,10039
4423578.41506958,-834985.935787249,10134
4423578.41506958,-834272.588328594,10231
4423578.41506958,-833559.240869939,10335
4423578.41506958,-832845.893411284,10439
4423578.41506958,-832132.54595263,10511
4423578.41506958,-831419.116856591,10562
4423578.41506958,-830705.769397936,10617
4423578.41506958,-829992.421939282,10678
4423578.41506958,-829279.074480627,10739
4423578.41506958,-828565.727021972,10803
4423578.41506958,-827852.379563317,10863
4423578.41506958,-827139.032104663,10922
4423578.41506958,-826425.603008624,10988
4423578.41506958,-825712.255549969,11030
4423578.41506958,-824998.908091315,11018
4423578.41506958,-824285.56063266,10981
4423578.41506958,-823572.213174005,10988
4423578.41506958,-822858.86571535,11063
4423578.41506958,-822145.518256696,11205
4423578.41506958,-821432.170798041,11400
4423578.41506958,-820718.741702002,11567
4423578.41506958,-820005.394243348,11687
4423578.41506958,-819292.046784693,11758
4423578.41506958,-818578.699326038,11794
4423578.41506958,-817865.351867383,11823
4423578.41506958,-817152.004408729,11839
4423578.41506958,-816438.656950074,11846
4423578.41506958,-815725.227854035,11849
4423578.41506958,-815011.880395381,11851
4423578.41506958,-814298.532936726,11853
4423578.41506958,-813585.185478071,11855
4423578.41506958,-812871.838019416,11856
4423578.41506958,-812158.490560762,11858
4423578.41506958,-811445.143102107,11859
4423578.41506958,-810731.795643452,11861
4423578.41506958,-810018.366547414,11862
4423578.41506958,-809305.019088759,11863
4423578.41506958,-808591.671630104,11864
4423578.41506958,-807878.324171449,11866
4423578.41506958,-807164.976712795,11866
4423578.41506958,-806451.62925414,11867
4423578.41506958,-805738.281795485,11867
4423578.41506958,-805024.852699447,11868
4423578.41506958,-804311.505240792,11869
4423578.41506958,-803598.157782137,11870
4423578.41506958,-802884.810323482,11871
4423578.41506958,-802171.462864828,11871
4423578.41506958,-801458.115406173,11872
4423578.41506958,-800744.767947518,11873
4423578.41506958,-800031.420488863,11874
4423578.41506958,-799317.991392825,11875
4423578.41506958,-798604.64393417,11876
4423578.41506958,-797891.296475515,11877
4423578.41506958,-797177.949016861,11878
4423578.41506958,-796464.601558206,11880
4423578.41506958,-795751.254099551,11880
4423578.41506958,-795037.906640896,11882
4423578.41506958,-794324.477544858,11883
4423578.41506958,-793611.130086203,11885
4423578.41506958,-792897.782627548,11887
4423578.41506958,-792184.435168894,11890
4423578.41506958,-791471.087710239,11892
4423578.41506958,-790757.740251584,11896
4423578.41506958,-790044.392792929,11900
4423578.41506958,-789331.045334275,11905
4423578.41506958,-788617.616238236,11910
4423578.41506958,-787904.268779581,11915
4423578.41506958,-787190.921320927,11920
4423578.41506958,-786477.573862272,11923
4423578.41506958,-785764.226403617,11926
4423578.41506958,-785050.878944962,11928
4423578.41506958,-784337.531486308,11931
4423578.41506958,-783624.102390269,11934
4423578.41506958,-782910.754931614,11937
4423578.41506958,-782197.40747296,11939
4423578.41506958,-781484.060014305,11943
4423578.41506958,-780770.71255565,11947
4423578.41506958,-780057.365096995,11952
4423578.41506958,-779344.017638341,11958
4423578.41506958,-778630.670179686,11963
4423578.41506958,-777917.241083647,11969
4423578.41506958,-777203.893624993,11974
4423578.41506958,-776490.546166338,11978
4423578.41506958,-775777.198707683,11982
4423578.41506958,-775063.851249028,11988
4422650.97488403,-845075.09605817,9661
4422650.97488403,-844361.662376623,9700
4422650.97488403,-843648.228695076,9749
4422650.97488403,-842934.795013529,9777
4422650.97488403,-842221.279684731,9791
4422650.97488403,-841507.846003184,9814
4422650.97488403,-840794.412321636,9846
4422650.97488403,-840080.978640089,9884
4422650.97488403,-839367.544958542,9924
4422650.97488403,-838654.111276995,9951
4422650.97488403,-837940.677595448,9971
4422650.97488403,-837227.16226665,9995
4422650.97488403,-836513.728585103,10025
4422650.97488403,-835800.294903556,10080
